<HEADER>
SWVersion,GTNumber,GTMark,AxleType,TyreDetails,DPRDate,DPRResult,DPRLength,AverageLength,OperatorOffset,SurveyName,TargetSpeed,WaterFilm,SurfaceCondition,Weather,AmbientTemperature,SurfaceTemperature,Operator,StartDate,StartTime,SurveyLength,Comments,Units,Filename
2.0.0.12,GT686,MK2,D,A91-221102,08-oct.-2024,0 ;805,1000,1,5,labo 63,30,0 ;25,,Clair et calme,19,12,C MALVAL,08/10/2024,15:10:31,972,Clermont 63 Ligne 2 passage 4,M         ,63L2P4
<EMUSED>
EMid,EMIndex,EMName,EMDirection,EMLength,ILName,ILLevel,ILdescription
<RESULTS>
Chainage,GN,Load,Speed,Flow,EM Name,IL Level,Latitude,Longitude,Altitude,Quality,No. Satellites,GPSTime,Duration,EM Used
183,0.78,15.45,31.0,6.0,,0.00,?,?,?,?,?,?,20.679,
184,0.79,15.58,31.0,6.0,,0.00,?,?,?,?,?,?,20.839,
185,0.79,14.87,31.0,6.0,,0.00,?,?,?,?,?,?,20.998,
186,0.76,14.96,31.0,6.0,,0.00,?,?,?,?,?,?,21.164,
187,0.77,13.64,31.0,6.0,,0.00,?,?,?,?,?,?,21.164,
188,0.79,15.32,31.0,6.0,,0.00,?,?,?,?,?,?,21.316,
189,0.78,14.33,31.0,6.0,,0.00,?,?,?,?,?,?,21.481,
190,0.78,14.95,31.0,6.0,,0.00,?,?,?,?,?,?,21.481,
191,0.76,13.96,31.0,6.0,,0.00,?,?,?,?,?,?,21.633,
192,0.78,14.69,31.0,6.0,,0.00,?,?,?,?,?,?,21.796,
193,0.77,15.53,31.0,6.0,,0.00,?,?,?,?,?,?,21.796,
194,0.78,14.06,31.0,6.0,,0.00,?,?,?,?,?,?,21.948,
195,0.77,15.31,31.0,5.9,,0.00,?,?,?,?,?,?,22.115,
196,0.77,14.55,31.0,5.9,,0.00,?,?,?,?,?,?,22.115,
197,0.79,15.75,31.0,5.9,,0.00,?,?,?,?,?,?,22.276,
198,0.77,15.62,31.0,5.9,,0.00,?,?,?,?,?,?,22.437,
199,0.78,15.03,31.0,5.9,,0.00,?,?,?,?,?,?,22.602,
200,0.77,14.72,31.0,5.9,,0.00,?,?,?,?,?,?,22.602,
201,0.79,14.38,31.0,5.9,,0.00,?,?,?,?,?,?,22.758,
202,0.79,15.23,31.0,5.9,,0.00,?,?,?,?,?,?,22.916,
203,0.80,14.30,31.0,6.0,,0.00,?,?,?,?,?,?,23.068,
204,0.81,15.48,31.0,6.0,,0.00,?,?,?,?,?,?,23.068,
205,0.81,14.46,31.0,6.0,,0.00,?,?,?,?,?,?,23.227,
206,0.81,14.52,31.0,6.0,,0.00,?,?,?,?,?,?,23.384,
207,0.81,15.37,31.0,6.0,,0.00,?,?,?,?,?,?,23.545,
208,0.81,15.70,31.0,6.0,,0.00,?,?,?,?,?,?,23.545,
209,0.80,15.86,31.0,5.9,,0.00,?,?,?,?,?,?,23.697,
210,0.80,13.79,31.0,5.9,,0.00,?,?,?,?,?,?,23.859,
211,0.82,13.58,31.0,5.9,,0.00,?,?,?,?,?,?,23.860,
212,0.81,16.41,31.0,5.9,,0.00,?,?,?,?,?,?,24.011,
213,0.81,13.59,31.0,6.0,,0.00,?,?,?,?,?,?,24.175,
214,0.83,15.33,31.0,6.0,,0.00,?,?,?,?,?,?,24.175,
215,0.83,15.04,31.0,6.0,,0.00,?,?,?,?,?,?,24.337,
216,0.88,15.75,31.0,6.0,,0.00,?,?,?,?,?,?,24.495,
217,0.88,15.62,31.0,6.0,,0.00,?,?,?,?,?,?,24.660,
218,0.89,15.18,31.0,6.0,,0.00,?,?,?,?,?,?,24.660,
219,0.88,14.28,31.0,6.0,,0.00,?,?,?,?,?,?,24.812,
220,0.90,15.43,31.0,6.0,,0.00,?,?,?,?,?,?,24.965,
221,0.87,15.31,31.0,6.0,,0.00,?,?,?,?,?,?,25.129,
222,1.02,8.90,31.5,6.0,,0.00,?,?,?,?,?,?,25.129,
223,0.81,19.56,31.5,5.9,,0.00,?,?,?,?,?,?,25.291,
224,0.78,14.28,31.3,5.9,,0.00,?,?,?,?,?,?,25.452,
225,0.83,14.13,31.0,5.9,,0.00,?,?,?,?,?,?,25.452,
226,0.76,16.12,31.0,5.9,,0.00,?,?,?,?,?,?,25.604,
227,0.78,13.79,31.0,6.0,,0.00,?,?,?,?,?,?,25.758,
228,0.79,14.75,31.0,6.0,,0.00,?,?,?,?,?,?,25.758,
229,0.78,15.38,31.0,6.0,,0.00,?,?,?,?,?,?,25.919,
230,0.77,14.10,31.0,6.0,,0.00,?,?,?,?,?,?,26.082,
231,0.79,14.96,31.0,6.0,,0.00,?,?,?,?,?,?,26.082,
232,0.77,14.59,31.0,6.1,,0.00,?,?,?,?,?,?,26.233,
233,0.78,14.35,31.0,6.1,,0.00,?,?,?,?,?,?,26.385,
234,0.78,15.21,31.0,6.1,,0.00,?,?,?,?,?,?,26.551,
235,0.78,14.72,31.0,6.1,,0.00,?,?,?,?,?,?,26.551,
236,0.79,15.24,31.0,6.1,,0.00,?,?,?,?,?,?,26.702,
237,0.78,14.84,31.0,6.1,,0.00,?,?,?,?,?,?,26.865,
238,0.78,15.45,31.0,6.1,,0.00,?,?,?,?,?,?,27.024,
239,0.77,15.04,31.0,6.1,,0.00,?,?,?,?,?,?,27.024,
240,0.77,14.60,31.0,6.1,,0.00,?,?,?,?,?,?,27.189,
241,0.77,14.52,31.0,6.0,,0.00,?,?,?,?,?,?,27.353,
242,0.77,15.19,31.0,6.0,,0.00,?,?,?,?,?,?,27.515,
243,0.77,15.53,31.0,6.0,,0.00,?,?,?,?,?,?,27.515,
